Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,A13: Area,B13: Area,C13: Area,D13: Area,E13: Area,F13: Area,G13: Area,H13: Area,I13: Area,J13: Area,K13: Area,L13: Area,M13: Area,N13: Area,O13: Area,Score A10,Coverage A10,# Peptides A10,# PSM A10,Score B10,Coverage B10,# Peptides B10,# PSM B10,Score C10,Coverage C10,# Peptides C10,# PSM C10,Score D10,Coverage D10,# Peptides D10,# PSM D10,Score E10,Coverage E10,# Peptides E10,# PSM E10,Score F10,Coverage F10,# Peptides F10,# PSM F10,Score G10,Coverage G10,# Peptides G10,# PSM G10,Score H10,Coverage H10,# Peptides H10,# PSM H10,Score I10,Coverage I10,# Peptides I10,# PSM I10,Score J10,Coverage J10,# Peptides J10,# PSM J10,Score K10,Coverage K10,# Peptides K10,# PSM K10,Score L10,Coverage L10,# Peptides L10,# PSM L10,Score M10,Coverage M10,# Peptides M10,# PSM M10,Score N10,Coverage N10,# Peptides N10,# PSM N10,Score O10,Coverage O10,# Peptides O10,# PSM O10,# AAs,MW [kDa],calc. pI
Q15459,Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1 - [SF3A1_HUMAN],17.02,3,10,10,12,0.000E0,9.029E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,7.811E6,0.000E0,0.000E0,1.421E7,0.000E0,0.000E0,2.007E7,0.000E0,,,,,2.48 ,0.88,1,1,,,,,,,,,,,,,,,,,,,,,7.32 ,3.91,3,3,,,,,,,,,2.73 ,2.02,1,1,,,,,,,,,16.12 ,13.11,7,7,,,,,793,88.8,5.22
Q9Y2Z0,Protein SGT1 homolog OS=Homo sapiens OX=9606 GN=SUGT1 PE=1 SV=3 - [SGT1_HUMAN],16.99,1,6,6,13,0.000E0,1.807E7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.314E7,0.000E0,0.000E0,1.114E7,2.683E6,0.000E0,2.563E7,0.000E0,,,,,6.17 ,5.48,2,2,,,,,,,,,,,,,,,,,,,,,5.62 ,5.48,2,2,,,,,,,,,5.00 ,5.48,2,2,2.33 ,3.01,1,1,,,,,12.31 ,16.99,6,6,,,,,365,41.0,5.16
P26368,Splicing factor U2AF 65 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=4 - [U2AF2_HUMAN],16.63,1,5,5,6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,6.389E5,0.000E0,2.082E7,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,1.89,1,1,,,,,12.08 ,16.63,5,5,,,,,475,53.5,9.09
P41236,Protein phosphatase inhibitor 2 OS=Homo sapiens OX=9606 GN=PPP1R2 PE=1 SV=2 - [IPP2_HUMAN],16.59,2,3,3,12,0.000E0,1.619E7,3.527E6,0.000E0,0.000E0,0.000E0,0.000E0,9.781E6,4.957E6,0.000E0,9.153E6,6.095E6,0.000E0,1.731E7,0.000E0,,,,,5.61 ,11.71,2,2,3.04 ,4.88,1,1,,,,,,,,,,,,,,,,,5.54 ,11.71,2,2,4.99 ,9.27,2,2,,,,,2.94 ,7.32,1,1,6.25 ,16.59,3,3,,,,,3.93 ,7.32,1,1,,,,,205,23.0,4.74
Q01650,Large neutral amino acids transporter small subunit 1 OS=Homo sapiens OX=9606 GN=SLC7A5 PE=1 SV=2 - [LAT1_HUMAN],16.57,1,7,7,45,1.311E7,0.000E0,9.699E7,0.000E0,0.000E0,4.104E7,0.000E0,0.000E0,8.692E7,0.000E0,0.000E0,8.024E7,0.000E0,0.000E0,1.543E6,2.93 ,4.54,1,1,,,,,48.47 ,11.44,5,14,,,,,,,,,4.72 ,3.75,2,3,,,,,,,,,39.26 ,11.44,5,12,,,,,,,,,47.83 ,11.44,5,14,,,,,,,,,2.79 ,5.13,1,1,507,55.0,7.72
Q9C0B5,Palmitoyltransferase ZDHHC5 OS=Homo sapiens OX=9606 GN=ZDHHC5 PE=1 SV=2 - [ZDHC5_HUMAN],16.50,1,9,9,33,0.000E0,0.000E0,2.968E7,0.000E0,0.000E0,9.488E6,0.000E0,0.000E0,3.971E7,0.000E0,0.000E0,3.131E7,0.000E0,0.000E0,0.000E0,,,,,,,,,27.47 ,14.27,8,11,,,,,,,,,4.30 ,2.66,2,2,,,,,,,,,23.55 ,14.97,8,10,,,,,,,,,18.10 ,12.03,6,10,,,,,,,,,,,,,715,77.5,9.01
P61927,60S ribosomal protein L37 OS=Homo sapiens OX=9606 GN=RPL37 PE=1 SV=2 - [RL37_HUMAN],16.49,1,2,2,4,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.543E7,1.335E9,0.000E0,,,,,,,,,1.69 ,6.19,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75 ,10.31,1,1,1.69 ,6.19,1,1,,,,,97,11.1,11.74
P61081,NEDD8-conjugating enzyme Ubc12 OS=Homo sapiens OX=9606 GN=UBE2M PE=1 SV=1 - [UBC12_HUMAN],16.39,1,3,3,16,0.000E0,1.101E7,7.529E6,0.000E0,0.000E0,2.705E6,0.000E0,6.826E6,7.606E6,9.773E5,5.411E6,1.002E7,0.000E0,1.255E7,0.000E0,,,,,3.49 ,5.46,1,1,3.26 ,5.46,1,1,,,,,,,,,3.25 ,5.46,1,1,,,,,3.40 ,5.46,1,1,6.55 ,16.39,3,4,1.77 ,5.46,1,1,3.31 ,5.46,1,1,8.68 ,16.39,3,4,,,,,5.48 ,10.93,2,2,,,,,183,20.9,7.69
Q9BU76,Multiple myeloma tumor-associated protein 2 OS=Homo sapiens OX=9606 GN=MMTAG2 PE=1 SV=1 - [MMTA2_HUMAN],16.35,1,4,4,19,8.005E6,1.705E7,6.228E6,3.907E7,4.588E6,9.615E6,2.100E7,7.729E6,7.802E6,7.502E6,1.296E7,5.195E5,2.925E6,1.203E7,0.000E0,6.00 ,5.32,1,2,4.00 ,5.32,1,1,2.76 ,5.32,1,1,4.69 ,5.32,1,1,3.22 ,5.32,1,1,3.60 ,5.32,1,1,3.98 ,5.32,1,1,4.03 ,11.41,3,3,3.46 ,5.32,1,1,5.55 ,8.37,2,2,3.74 ,5.32,1,1,2.52 ,5.32,1,1,1.68 ,3.04,1,1,5.72 ,10.27,2,2,,,,,263,29.4,10.02
Q7Z478,ATP-dependent RNA helicase DHX29 OS=Homo sapiens OX=9606 GN=DHX29 PE=1 SV=2 - [DHX29_HUMAN],16.29,1,19,19,50,0.000E0,2.891E7,7.781E6,0.000E0,5.109E6,6.227E6,0.000E0,1.958E8,5.697E6,0.000E0,3.751E7,6.801E6,0.000E0,1.875E8,0.000E0,,,,,12.85 ,2.99,4,4,13.45 ,4.24,5,5,,,,,3.04 ,0.88,1,1,3.58 ,1.97,2,2,,,,,25.97 ,5.19,6,9,7.16 ,2.12,3,3,,,,,16.46 ,3.07,3,4,10.47 ,3.87,5,5,,,,,43.02 ,14.10,16,17,,,,,1369,155.1,8.09
P02656,Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1 - [APOC3_HUMAN],16.16,1,1,1,1,0.000E0,3.670E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,0.00 ,16.16,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,10.8,5.41
Q9GZU8,Protein FAM192A OS=Homo sapiens OX=9606 GN=FAM192A PE=1 SV=1 - [F192A_HUMAN],16.14,1,3,3,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.642E7,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.63 ,16.14,3,3,,,,,254,28.9,5.45
Q96HC4,PDZ and LIM domain protein 5 OS=Homo sapiens OX=9606 GN=PDLIM5 PE=1 SV=5 - [PDLI5_HUMAN],16.11,1,7,7,19,0.000E0,8.679E6,6.112E6,0.000E0,0.000E0,5.500E6,0.000E0,2.922E7,7.334E6,0.000E0,3.827E6,2.335E7,0.000E0,1.704E7,0.000E0,,,,,3.04 ,1.85,1,1,2.92 ,6.21,3,4,,,,,,,,,3.15 ,1.85,1,1,,,,,4.53 ,5.37,1,1,7.51 ,12.42,4,4,,,,,2.17 ,1.85,1,1,7.13 ,11.58,4,4,,,,,3.35 ,11.07,3,3,,,,,596,63.9,8.21
O75534,Cold shock domain-containing protein E1 OS=Homo sapiens OX=9606 GN=CSDE1 PE=1 SV=2 - [CSDE1_HUMAN],16.04,1,13,13,18,0.000E0,3.041E7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.398E6,0.000E0,0.000E0,6.923E6,3.389E6,0.000E0,3.286E7,0.000E0,,,,,3.03 ,1.13,1,1,,,,,,,,,,,,,,,,,,,,,5.01 ,3.63,3,3,,,,,,,,,6.70 ,1.63,1,2,1.62 ,1.50,1,1,,,,,19.25 ,13.28,11,11,,,,,798,88.8,6.25
Q05682,Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=3 - [CALD1_HUMAN],16.02,1,12,12,51,0.000E0,2.121E7,9.117E6,0.000E0,0.000E0,8.345E6,0.000E0,1.213E7,1.286E7,0.000E0,1.032E7,1.568E7,0.000E0,3.136E7,0.000E0,,,,,15.86 ,7.19,5,5,8.69 ,7.31,4,4,,,,,,,,,12.03 ,5.80,5,5,,,,,20.16 ,9.58,7,7,15.91 ,8.83,5,6,,,,,15.24 ,7.19,6,6,17.56 ,9.71,7,8,,,,,25.41 ,14.25,10,10,,,,,793,93.2,5.66
P61204,ADP-ribosylation factor 3 OS=Homo sapiens OX=9606 GN=ARF3 PE=1 SV=2 - [ARF3_HUMAN],16.02,6,2,3,6,0.000E0,0.000E0,7.686E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.156E7,0.000E0,0.000E0,8.863E6,0.000E0,0.000E0,0.000E0,,,,,,,,,4.23 ,12.71,2,2,,,,,,,,,,,,,,,,,,,,,1.90 ,8.29,1,1,,,,,,,,,5.41 ,16.02,3,3,,,,,,,,,,,,,181,20.6,7.43
P62263,40S ribosomal protein S14 OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=3 - [RS14_HUMAN],15.89,1,2,2,6,0.000E0,0.000E0,3.455E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.455E6,0.000E0,0.000E0,9.590E6,0.000E0,0.000E0,0.000E0,,,,,,,,,0.00 ,8.61,1,1,,,,,,,,,,,,,,,,,,,,,3.60 ,15.89,2,3,,,,,,,,,4.08 ,15.89,2,2,,,,,,,,,,,,,151,16.3,10.05
O15042,U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens OX=9606 GN=U2SURP PE=1 SV=2 - [SR140_HUMAN],15.84,1,12,12,17,0.000E0,6.503E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.131E7,0.000E0,0.000E0,1.513E7,0.000E0,0.000E0,3.740E7,0.000E0,,,,,2.39 ,0.87,1,1,,,,,,,,,,,,,,,,,,,,,5.84 ,2.82,3,3,,,,,,,,,2.50 ,2.04,2,2,,,,,,,,,20.95 ,15.06,11,11,,,,,1029,118.2,8.47
Q8IVT2,Mitotic interactor and substrate of PLK1 OS=Homo sapiens OX=9606 GN=MISP PE=1 SV=1 - [MISP_HUMAN],15.76,1,9,9,32,0.000E0,2.467E7,7.344E6,0.000E0,3.703E6,4.111E6,0.000E0,1.948E7,9.005E6,0.000E0,2.039E7,8.539E6,0.000E0,3.098E7,0.000E0,,,,,12.85 ,7.36,5,5,6.53 ,4.86,3,3,,,,,2.38 ,2.65,2,2,6.39 ,3.83,3,3,,,,,10.13 ,6.04,4,4,4.55 ,3.39,2,2,,,,,10.12 ,6.04,4,4,5.16 ,3.39,2,2,,,,,18.11 ,13.11,7,7,,,,,679,75.3,6.83
Q8WWI1,LIM domain only protein 7 OS=Homo sapiens OX=9606 GN=LMO7 PE=1 SV=3 - [LMO7_HUMAN],15.75,1,20,20,93,0.000E0,3.168E7,1.507E7,0.000E0,0.000E0,3.375E6,0.000E0,2.503E7,2.059E7,0.000E0,2.255E7,2.896E7,0.000E0,4.243E7,0.000E0,,,,,13.79 ,3.86,5,5,25.69 ,7.01,9,14,,,,,,,,,1.77 ,0.48,1,1,,,,,40.98 ,7.90,10,13,34.81 ,10.52,13,14,,,,,30.21 ,6.54,8,9,36.77 ,8.85,11,18,,,,,43.41 ,13.55,17,19,,,,,1683,192.6,8.09
Q86V48,Leucine zipper protein 1 OS=Homo sapiens OX=9606 GN=LUZP1 PE=1 SV=2 - [LUZP1_HUMAN],15.71,1,14,14,22,0.000E0,1.042E7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.079E7,0.000E0,0.000E0,8.353E6,0.000E0,0.000E0,1.594E7,0.000E0,,,,,8.82 ,2.97,3,3,,,,,,,,,,,,,,,,,,,,,12.87 ,5.11,5,5,,,,,,,,,11.20 ,4.37,4,4,,,,,,,,,19.17 ,11.62,10,10,,,,,1076,120.2,8.50
P49756,RNA-binding protein 25 OS=Homo sapiens OX=9606 GN=RBM25 PE=1 SV=3 - [RBM25_HUMAN],15.66,1,11,11,13,0.000E0,4.878E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.219E7,0.000E0,,,,,4.70 ,2.49,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.13 ,13.17,9,11,,,,,843,100.1,6.32
O15498,Synaptobrevin homolog YKT6 OS=Homo sapiens OX=9606 GN=YKT6 PE=1 SV=1 - [YKT6_HUMAN],15.66,1,3,3,8,0.000E0,0.000E0,9.774E6,1.876E6,0.000E0,0.000E0,9.180E5,0.000E0,1.916E7,2.876E6,0.000E0,1.547E7,0.000E0,0.000E0,0.000E0,,,,,,,,,3.02 ,12.12,2,2,1.79 ,3.54,1,1,,,,,,,,,2.05 ,3.54,1,1,,,,,4.23 ,12.12,2,2,1.78 ,3.54,1,1,,,,,3.21 ,8.59,1,1,,,,,,,,,,,,,198,22.4,6.92
Q02878,60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3 - [RL6_HUMAN],15.63,1,5,5,6,0.000E0,8.772E6,6.608E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.503E7,0.000E0,,,,,3.61 ,4.86,2,2,2.36 ,3.13,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35 ,10.76,3,3,,,,,288,32.7,10.58
P46776,60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=2 - [RL27A_HUMAN],15.54,1,2,2,8,0.000E0,0.000E0,3.106E7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.115E7,0.000E0,0.000E0,1.873E7,0.000E0,0.000E0,0.000E0,,,,,,,,,9.20 ,15.54,2,4,,,,,,,,,,,,,,,,,,,,,4.57 ,8.11,1,2,,,,,,,,,4.51 ,15.54,2,2,,,,,,,,,,,,,148,16.6,11.00
Q07617,Sperm-associated antigen 1 OS=Homo sapiens OX=9606 GN=SPAG1 PE=1 SV=3 - [SPAG1_HUMAN],15.44,1,11,11,23,0.000E0,0.000E0,1.355E7,0.000E0,0.000E0,1.751E7,0.000E0,0.000E0,1.378E7,0.000E0,0.000E0,7.389E6,0.000E0,0.000E0,1.875E6,,,,,,,,,11.99 ,8.53,6,6,,,,,,,,,4.15 ,1.40,1,1,,,,,,,,,25.89 ,13.28,9,12,,,,,,,,,8.57 ,3.67,3,3,,,,,,,,,2.40 ,1.08,1,1,926,103.6,6.86
O75152,Zinc finger CCCH domain-containing protein 11A OS=Homo sapiens OX=9606 GN=ZC3H11A PE=1 SV=3 - [ZC11A_HUMAN],15.43,1,9,9,17,0.000E0,8.381E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.469E7,0.000E0,0.000E0,1.003E7,0.000E0,0.000E0,3.995E7,0.000E0,,,,,2.89 ,2.84,2,2,,,,,,,,,,,,,,,,,,,,,10.15 ,6.17,3,3,,,,,,,,,8.11 ,4.44,3,3,,,,,,,,,18.71 ,15.43,9,9,,,,,810,89.1,8.37
Q53LP3,Ankyrin repeat domain-containing protein SOWAHC OS=Homo sapiens OX=9606 GN=SOWAHC PE=1 SV=1 - [SWAHC_HUMAN],15.43,1,6,6,15,0.000E0,0.000E0,5.766E6,0.000E0,0.000E0,3.448E6,0.000E0,0.000E0,5.001E6,0.000E0,0.000E0,6.846E6,0.000E0,0.000E0,0.000E0,,,,,,,,,6.01 ,11.43,4,4,,,,,,,,,1.65 ,1.90,1,1,,,,,,,,,4.49 ,10.48,4,5,,,,,,,,,6.42 ,7.24,3,5,,,,,,,,,,,,,525,55.6,7.03
Q92692,Nectin-2 OS=Homo sapiens OX=9606 GN=NECTIN2 PE=1 SV=1 - [NECT2_HUMAN],15.43,1,8,8,40,0.000E0,0.000E0,5.959E7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,6.957E7,0.000E0,0.000E0,9.847E7,1.986E6,0.000E0,6.268E6,,,,,,,,,33.11 ,13.75,7,12,,,,,,,,,,,,,,,,,,,,,29.14 ,7.62,5,13,,,,,0.00 ,1.86,1,1,33.92 ,13.75,7,12,1.88 ,1.86,1,1,,,,,2.50 ,1.67,1,1,538,57.7,4.82
P46087,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NOP2 PE=1 SV=2 - [NOP2_HUMAN],15.39,1,11,11,31,0.000E0,1.162E7,6.532E6,0.000E0,0.000E0,2.003E6,0.000E0,1.275E7,5.768E6,0.000E0,1.004E7,5.414E6,0.000E0,2.807E7,0.000E0,,,,,15.62 ,7.14,5,5,8.50 ,4.68,3,4,,,,,,,,,2.16 ,0.99,1,1,,,,,21.10 ,6.16,4,6,3.33 ,1.97,1,1,,,,,13.68 ,4.43,3,4,2.93 ,1.97,1,1,,,,,24.30 ,13.42,9,9,,,,,812,89.2,9.23
P49321,Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=2 - [NASP_HUMAN],15.36,1,9,9,13,0.000E0,9.502E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,8.219E6,0.000E0,0.000E0,9.166E6,0.000E0,0.000E0,3.689E7,0.000E0,,,,,0.00 ,1.52,1,1,,,,,,,,,,,,,,,,,,,,,2.65 ,1.52,1,1,,,,,,,,,5.84 ,2.54,2,2,,,,,,,,,22.15 ,15.36,9,9,,,,,788,85.2,4.30
Q01082,"Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2 - [SPTB2_HUMAN]",15.36,3,32,34,110,0.000E0,0.000E0,7.710E7,0.000E0,0.000E0,2.124E7,0.000E0,1.142E6,6.245E7,0.000E0,0.000E0,1.015E8,1.084E6,0.000E0,0.000E0,,,,,,,,,63.30 ,9.56,20,28,,,,,,,,,6.28 ,1.23,3,3,,,,,0.00 ,0.34,1,1,77.25 ,10.53,22,31,,,,,,,,,112.99 ,13.03,28,46,1.72 ,0.42,1,1,,,,,,,,,2364,274.4,5.57
P11717,Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3 - [MPRI_HUMAN],15.25,1,29,29,94,0.000E0,3.736E6,3.500E7,0.000E0,0.000E0,1.451E7,9.834E5,0.000E0,5.367E7,0.000E0,0.000E0,6.554E7,0.000E0,0.000E0,0.000E0,,,,,2.45 ,0.84,2,2,61.73 ,7.35,15,25,,,,,,,,,11.01 ,1.53,4,4,2.21 ,0.40,1,1,,,,,89.68 ,10.80,22,31,,,,,,,,,90.32 ,12.73,23,31,,,,,,,,,,,,,2491,274.2,5.94
P62306,Small nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=SNRPF PE=1 SV=1 - [RUXF_HUMAN],15.12,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,7.960E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96 ,15.12,1,1,,,,,86,9.7,4.67
Q9H5V9,UPF0428 protein CXorf56 OS=Homo sapiens OX=9606 GN=CXorf56 PE=1 SV=1 - [CX056_HUMAN],14.86,1,3,3,5,0.000E0,2.103E7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.549E7,0.000E0,0.000E0,1.543E7,0.000E0,0.000E0,1.912E7,0.000E0,,,,,2.84 ,4.95,1,1,,,,,,,,,,,,,,,,,,,,,3.42 ,4.95,1,1,,,,,,,,,2.64 ,4.95,1,1,,,,,,,,,5.78 ,9.91,2,2,,,,,222,25.6,8.73
P52594,Arf-GAP domain and FG repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=AGFG1 PE=1 SV=2 - [AGFG1_HUMAN],14.77,1,6,6,23,0.000E0,9.616E6,3.338E7,0.000E0,0.000E0,0.000E0,0.000E0,6.678E6,7.881E6,0.000E0,5.018E6,4.343E7,0.000E0,1.329E7,0.000E0,,,,,2.36 ,1.96,1,1,4.85 ,3.38,1,2,,,,,,,,,,,,,,,,,2.31 ,1.96,1,1,5.10 ,8.72,4,8,,,,,0.00 ,1.96,1,1,10.41 ,13.17,5,8,,,,,4.05 ,5.34,2,2,,,,,562,58.2,8.63
Q96I25,Splicing factor 45 OS=Homo sapiens OX=9606 GN=RBM17 PE=1 SV=1 - [SPF45_HUMAN],14.71,1,5,5,6,0.000E0,3.183E7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.568E7,0.000E0,0.000E0,2.768E7,0.000E0,,,,,1.80 ,2.24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02 ,2.24,1,1,,,,,,,,,5.93 ,12.47,4,4,,,,,401,44.9,5.97
Q96JM3,Chromosome alignment-maintaining phosphoprotein 1 OS=Homo sapiens OX=9606 GN=CHAMP1 PE=1 SV=2 - [CHAP1_HUMAN],14.66,1,10,10,12,0.000E0,8.844E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,6.262E6,0.000E0,0.000E0,5.756E6,0.000E0,0.000E0,2.056E7,0.000E0,,,,,2.35 ,1.11,1,1,,,,,,,,,,,,,,,,,,,,,2.54 ,1.23,1,1,,,,,,,,,2.70 ,1.23,1,1,,,,,,,,,9.82 ,13.55,9,9,,,,,812,89.0,8.44
Q7Z2W4,Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens OX=9606 GN=ZC3HAV1 PE=1 SV=3 - [ZCCHV_HUMAN],14.63,1,10,10,49,0.000E0,1.271E7,4.826E7,0.000E0,3.330E6,4.406E7,0.000E0,6.192E6,3.602E7,2.988E6,8.497E6,3.443E7,1.420E6,1.223E7,0.000E0,,,,,2.93 ,1.66,1,1,44.12 ,13.08,9,16,,,,,3.17 ,1.66,1,1,3.61 ,1.66,1,1,,,,,4.72 ,2.99,2,2,30.34 ,10.98,7,9,3.60 ,1.66,1,1,4.43 ,2.99,2,2,19.90 ,8.09,5,10,3.75 ,3.22,2,2,6.51 ,6.43,4,4,,,,,902,101.4,8.40
Q641Q2,WASH complex subunit 2A OS=Homo sapiens OX=9606 GN=WASHC2A PE=1 SV=3 - [WAC2A_HUMAN],14.62,1,3,12,29,0.000E0,1.121E7,2.436E7,0.000E0,0.000E0,7.855E5,0.000E0,1.261E7,9.554E6,0.000E0,1.485E7,6.453E6,0.000E0,4.181E7,0.000E0,,,,,2.29 ,0.82,1,1,8.79 ,4.25,4,5,,,,,,,,,0.00 ,0.82,1,1,,,,,7.70 ,2.98,3,4,2.33 ,0.97,1,1,,,,,7.41 ,2.98,3,3,5.23 ,2.16,2,2,,,,,21.15 ,14.62,12,12,,,,,1341,147.1,4.81
Q9H4M9,EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=2 - [EHD1_HUMAN],14.61,2,6,6,10,0.000E0,0.000E0,1.360E7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.666E7,0.000E0,0.000E0,1.167E7,0.000E0,0.000E0,0.000E0,,,,,,,,,10.30 ,4.31,2,3,,,,,,,,,,,,,,,,,,,,,6.54 ,10.30,4,4,,,,,,,,,8.71 ,5.62,3,3,,,,,,,,,,,,,534,60.6,6.83
P11171,Protein 4.1 OS=Homo sapiens OX=9606 GN=EPB41 PE=1 SV=4 - [41_HUMAN],14.58,1,9,12,38,0.000E0,0.000E0,4.640E7,0.000E0,0.000E0,1.276E7,0.000E0,0.000E0,5.285E7,0.000E0,0.000E0,2.155E7,0.000E0,5.085E6,0.000E0,,,,,,,,,23.32 ,10.53,8,13,,,,,,,,,2.63 ,1.16,1,1,,,,,,,,,23.87 ,11.81,9,12,,,,,,,,,18.05 ,10.42,9,11,,,,,0.00 ,1.62,1,1,,,,,864,97.0,5.58
P47914,60S ribosomal protein L29 OS=Homo sapiens OX=9606 GN=RPL29 PE=1 SV=2 - [RL29_HUMAN],14.47,1,2,2,57,1.063E8,4.652E8,8.413E7,4.973E8,1.691E8,8.170E7,2.706E8,2.271E8,1.667E8,4.997E8,4.322E8,1.947E8,5.075E8,3.217E8,0.000E0,7.40 ,9.43,1,2,6.12 ,14.47,2,2,19.89 ,14.47,2,6,4.32 ,9.43,1,1,3.75 ,9.43,1,1,2.70 ,9.43,1,1,4.43 ,9.43,1,1,17.09 ,9.43,1,4,49.38 ,14.47,2,17,3.12 ,9.43,1,1,17.58 ,9.43,1,5,27.77 ,9.43,1,10,8.12 ,9.43,1,2,10.51 ,14.47,2,4,,,,,159,17.7,11.66
Q9BVJ6,U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens OX=9606 GN=UTP14A PE=1 SV=1 - [UT14A_HUMAN],14.40,2,9,9,15,0.000E0,1.135E7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.532E6,0.000E0,0.000E0,7.923E6,0.000E0,0.000E0,1.994E7,0.000E0,,,,,3.26 ,1.82,1,1,,,,,,,,,,,,,,,,,,,,,2.25 ,5.06,3,3,,,,,,,,,7.79 ,5.06,3,3,,,,,,,,,14.29 ,13.23,8,8,,,,,771,87.9,7.87
P54252,Ataxin-3 OS=Homo sapiens OX=9606 GN=ATXN3 PE=1 SV=5 - [ATX3_HUMAN],14.40,1,3,3,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.206E7,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35 ,14.40,3,3,,,,,361,41.2,4.78
