Visible?,Starred?,Identified Proteins (2330),Accession Number,Alternate ID,Molecular Weight,Protein Grouping Ambiguity,T-Test (p-value): (p < 0.05),Fold Change by Category,Quantitative Profile,Taxonomy,A13: Area,B13: Area,C13: Area,D13: Area,E13: Area,F13: Area,G13: Area,H13: Area,I13: Area,J13: Area,K13: Area,L13: Area,M13: Area,N13: Area,O13: Area
TRUE,Empty,"Inositol 1,4,5-trisphosphate receptor type 3 OS=Homo sapiens OX=9606 GN=ITPR3 PE=1 SV=2",Q14573,ITPR3,304 kDa,TRUE,0.018,5.9,"1st low, 2nd high",unknown,3.55E+07,8.63E+07,1.93E+07,0,1.56E+08,4.80E+08,9.82E+07,2.24E+08,6.37E+08,3.15E+08,2.00E+08,1.37E+08,1.30E+08,1.94E+08,0
TRUE,Empty,Large neutral amino acids transporter small subunit 1 OS=Homo sapiens OX=9606 GN=SLC7A5 PE=1 SV=2,Q01650,SLC7A5,55 kDa,,0.00059,0.6,"1st high, 2nd low",unknown,2.44E+09,2.30E+09,2.42E+09,2.99E+09,2.25E+09,1.04E+09,1.55E+09,1.76E+09,1.65E+09,1.31E+09,1.14E+09,1.64E+09,1.80E+09,1.90E+09,2.55E+09
TRUE,Empty,Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4,Q92945,KHSRP,73 kDa,TRUE,0.053,1.7,[],unknown,1.92E+08,4.73E+08,3.49E+08,2.41E+08,5.79E+08,6.83E+08,3.76E+08,8.56E+08,5.15E+08,6.27E+08,8.59E+08,5.87E+08,8.49E+08,2.53E+08,7.65E+08
TRUE,Empty,ATP-binding cassette sub-family D member 3 OS=Homo sapiens OX=9606 GN=ABCD3 PE=1 SV=1,P28288,ABCD3,75 kDa,,0.1,2.1,[],unknown,1.75E+08,1.84E+08,7.64E+07,5.89E+07,4.80E+08,6.68E+08,1.63E+08,3.24E+08,4.63E+08,3.93E+08,6.03E+08,3.13E+08,9.43E+08,6.71E+08,1.98E+08
TRUE,Empty,"Fumarate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=FH PE=1 SV=3",P07954,FH,55 kDa,,0.0022,3.5,"1st low, 2nd high",unknown,2.91E+08,2.54E+08,5.64E+07,9.92E+07,2.84E+08,8.53E+08,6.12E+08,3.67E+08,6.89E+08,9.49E+08,1.16E+09,3.29E+08,8.74E+08,1.04E+09,7.82E+08
TRUE,Empty,Protein transport protein Sec23A OS=Homo sapiens OX=9606 GN=SEC23A PE=1 SV=2,Q15436,SEC23A,86 kDa,TRUE,0.3,1.7,[],unknown,1.75E+08,2.87E+08,4.27E+08,4.65E+07,7.63E+08,6.40E+08,1.42E+08,2.41E+08,1.00E+09,8.03E+08,5.69E+08,4.41E+08,1.09E+09,1.17E+09,3.75E+08
TRUE,Empty,F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=4,P47756,CAPZB,31 kDa,,0.15,0.7,[],unknown,6.29E+08,5.69E+08,9.53E+08,8.07E+08,1.12E+09,4.09E+08,3.30E+08,8.85E+08,8.25E+08,3.78E+08,4.70E+08,1.23E+09,2.00E+09,9.58E+08,9.74E+08
TRUE,Empty,Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2,Q8NBS9,TXNDC5,48 kDa,,0.0019,3.2,"1st low, 2nd high",unknown,2.73E+07,1.86E+08,5.48E+08,2.96E+08,6.53E+08,1.01E+09,7.99E+08,1.03E+09,1.17E+09,1.54E+09,4.61E+08,2.82E+08,7.88E+08,8.71E+08,6.05E+08
TRUE,Empty,F-actin-capping protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=CAPZA1 PE=1 SV=3,P52907,CAPZA1,33 kDa,TRUE,0.2,1.8,[],unknown,1.80E+08,5.77E+08,3.36E+08,1.67E+08,9.97E+08,8.40E+08,2.53E+08,4.71E+08,1.39E+09,1.09E+09,4.37E+08,6.70E+08,7.66E+08,1.48E+09,9.51E+08
TRUE,Empty,Ribosome biogenesis protein BOP1 OS=Homo sapiens OX=9606 GN=BOP1 PE=1 SV=2,Q14137,BOP1,84 kDa,,0.025,3.1,"1st low, 2nd high",unknown,2.12E+08,1.26E+08,4.76E+07,6.69E+07,4.11E+08,8.57E+08,1.77E+08,4.18E+08,5.84E+08,6.33E+08,6.97E+08,7.66E+08,6.08E+08,7.30E+08,2.97E+08
TRUE,Empty,Ras-related protein Rab-35 OS=Homo sapiens OX=9606 GN=RAB35 PE=1 SV=1,Q15286,RAB35,23 kDa,TRUE,0.13,0.6,[],unknown,4.72E+09,2.86E+09,3.85E+09,2.79E+09,3.91E+09,1.68E+09,3.70E+09,3.95E+09,2.04E+09,0,4.18E+09,3.55E+09,4.72E+09,4.23E+09,3.43E+09
TRUE,Empty,Nuclear pore membrane glycoprotein 210 OS=Homo sapiens OX=9606 GN=NUP210 PE=1 SV=3,Q8TEM1,NUP210,205 kDa,,0.33,0.8,[],unknown,2.89E+08,2.05E+08,2.75E+08,5.67E+08,2.24E+08,3.25E+08,3.27E+08,1.56E+08,1.91E+08,1.71E+08,5.62E+08,8.16E+08,5.60E+08,6.26E+08,2.66E+08
TRUE,Empty,RNA-binding protein 15 OS=Homo sapiens OX=9606 GN=RBM15 PE=1 SV=2,Q96T37,RBM15,107 kDa,,0.59,1.1,[],unknown,1.53E+08,2.67E+08,1.63E+08,2.16E+08,3.64E+08,3.37E+08,1.23E+08,2.84E+08,3.90E+08,2.01E+08,2.17E+08,2.86E+08,3.90E+08,3.94E+08,7.10E+07
TRUE,Empty,Tubulin--tyrosine ligase-like protein 12 OS=Homo sapiens OX=9606 GN=TTLL12 PE=1 SV=2,Q14166,TTLL12,74 kDa,,0.013,2.6,"1st low, 2nd high",unknown,7.12E+07,2.58E+08,2.48E+08,2.06E+07,4.35E+08,8.50E+08,4.59E+08,4.98E+08,4.42E+08,4.72E+08,7.42E+08,5.53E+08,6.84E+08,9.49E+08,5.80E+08
TRUE,Empty,Fanconi anemia group I protein OS=Homo sapiens OX=9606 GN=FANCI PE=1 SV=4,Q9NVI1,FANCI,149 kDa,,0.01,13,"1st low, 2nd high",unknown,0,0,2.07E+07,0,4.12E+07,1.59E+08,9.95E+07,8.32E+07,3.39E+08,1.52E+08,4.75E+08,1.34E+08,7.51E+08,5.44E+08,3.18E+08
TRUE,Empty,Cysteine and glycine-rich protein 1 OS=Homo sapiens OX=9606 GN=CSRP1 PE=1 SV=3,P21291,CSRP1,21 kDa,,0.45,1.2,[],unknown,6.67E+08,1.13E+09,1.12E+09,1.55E+08,1.22E+09,1.02E+09,1.11E+09,1.41E+09,4.88E+08,1.29E+09,9.62E+08,1.16E+09,1.42E+09,1.52E+09,1.30E+09
TRUE,Empty,Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens OX=9606 GN=TGM2 PE=1 SV=2,P21980,TGM2,77 kDa,,0.018,2,"1st low, 2nd high",unknown,4.18E+08,6.19E+08,2.23E+08,2.48E+08,5.97E+08,1.10E+09,7.61E+08,1.05E+09,5.24E+08,6.96E+08,1.49E+08,2.78E+08,3.54E+08,5.83E+08,4.47E+08
TRUE,Empty,Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens OX=9606 GN=MAPRE1 PE=1 SV=3,Q15691,MAPRE1,30 kDa,TRUE,0.17,1.4,[],unknown,2.92E+08,5.84E+08,3.01E+08,5.06E+08,5.09E+08,5.56E+08,3.87E+08,5.16E+08,6.46E+08,1.00E+09,5.28E+08,5.73E+08,6.41E+08,5.55E+08,8.44E+08
TRUE,Empty,Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens OX=9606 GN=HNRNPUL2 PE=1 SV=1,Q1KMD3,HNRNPUL2,85 kDa,,0.012,0.3,"1st high, 2nd low",unknown,2.00E+08,4.86E+08,4.33E+08,4.02E+08,8.22E+08,2.06E+08,5.56E+07,7.99E+07,1.46E+08,1.75E+08,5.41E+08,6.82E+08,5.03E+08,7.03E+08,5.08E+08
TRUE,Empty,Ran GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1,P46060,RANGAP1,64 kDa,,0.002,2.2,"1st low, 2nd high",unknown,2.34E+08,2.22E+08,2.74E+08,1.22E+08,3.47E+08,4.77E+08,7.12E+08,4.81E+08,4.28E+08,4.95E+08,5.64E+08,3.57E+08,5.69E+08,3.15E+08,5.30E+08
TRUE,Empty,Cullin-1 OS=Homo sapiens OX=9606 GN=CUL1 PE=1 SV=2,Q13616,CUL1,90 kDa,,0.0058,1.7,"1st low, 2nd high",unknown,1.74E+08,1.80E+08,1.51E+08,1.37E+08,2.00E+08,2.25E+08,2.19E+08,3.17E+08,2.80E+08,3.70E+08,5.09E+08,2.17E+08,6.26E+08,3.91E+08,2.69E+08
TRUE,Empty,Transcription factor BTF3 OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=1,P20290,BTF3,22 kDa,,0.22,1.6,[],unknown,3.19E+08,2.69E+08,3.42E+08,3.65E+08,8.93E+08,1.06E+09,2.25E+08,4.20E+08,1.11E+09,7.50E+08,1.05E+09,1.03E+09,1.06E+09,1.56E+09,1.16E+09
TRUE,Empty,Pre-mRNA-processing factor 6 OS=Homo sapiens OX=9606 GN=PRPF6 PE=1 SV=1,O94906,PRPF6,107 kDa,,0.001,3.1,"1st low, 2nd high",unknown,9.31E+07,1.78E+08,9.42E+07,0,1.44E+08,2.76E+08,3.93E+08,3.54E+08,2.25E+08,3.19E+08,6.35E+08,8.56E+07,3.00E+08,5.00E+08,8.97E+08
TRUE,Empty,Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=2,Q9NTK5,OLA1,45 kDa,,< 0.00010,2.9,"1st low, 2nd high",unknown,2.94E+08,2.54E+08,2.87E+08,9.28E+07,2.40E+08,7.28E+08,5.70E+08,7.61E+08,7.58E+08,5.90E+08,5.12E+08,4.78E+08,5.35E+08,7.07E+08,4.87E+08
TRUE,Empty,Protein CYR61 OS=Homo sapiens OX=9606 GN=CYR61 PE=1 SV=1,O00622,CYR61,42 kDa,,0.8,1.1,[],unknown,1.33E+09,1.28E+09,1.12E+09,5.10E+08,7.90E+08,1.38E+09,1.45E+09,5.42E+08,1.06E+09,9.08E+08,4.81E+08,1.52E+09,6.95E+08,8.18E+08,6.45E+08
TRUE,Empty,Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=4,P29144,TPP2,138 kDa,,0.59,1.1,[],unknown,4.37E+08,1.72E+08,2.92E+08,2.02E+08,3.42E+08,2.95E+08,1.11E+08,4.15E+08,4.05E+08,4.33E+08,5.02E+08,1.38E+08,1.38E+08,3.30E+08,4.04E+08
TRUE,Empty,"Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4",P40925,MDH1,36 kDa,,0.1,1.4,[],unknown,1.03E+09,7.92E+08,8.39E+08,3.78E+08,7.94E+08,1.26E+09,7.54E+08,1.03E+09,1.32E+09,8.63E+08,1.07E+09,4.20E+08,6.06E+08,6.05E+08,8.09E+08
TRUE,Empty,Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1,P51858,HDGF,27 kDa,TRUE,0.032,2,"1st low, 2nd high",unknown,8.66E+08,8.25E+08,9.37E+08,1.04E+09,4.80E+08,1.81E+09,1.82E+09,2.55E+09,8.07E+08,1.20E+09,1.43E+09,9.32E+08,1.12E+09,8.29E+08,1.28E+09
TRUE,Empty,Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens OX=9606 GN=SEC61A1 PE=1 SV=2,P61619,SEC61A1,52 kDa,,0.78,0.9,[],unknown,1.29E+09,5.44E+08,7.62E+08,9.29E+08,1.04E+09,4.48E+08,1.18E+09,1.52E+09,4.17E+08,6.44E+08,1.48E+09,1.24E+09,1.43E+09,2.02E+09,1.41E+09
TRUE,Empty,E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=2,Q14258,TRIM25,71 kDa,,0.59,1.2,[],unknown,1.71E+08,2.76E+08,1.78E+08,2.04E+08,5.04E+08,2.07E+08,2.77E+08,2.82E+08,4.44E+08,3.27E+08,4.72E+08,4.58E+08,6.55E+08,7.12E+08,5.81E+08
TRUE,Empty,Galectin-3 OS=Homo sapiens OX=9606 GN=LGALS3 PE=1 SV=5,P17931,LGALS3,26 kDa,,0.61,0.9,[],unknown,6.55E+08,1.51E+09,1.18E+09,7.58E+08,1.48E+09,1.07E+09,1.58E+08,6.03E+08,1.60E+09,1.31E+09,1.15E+09,3.84E+08,1.00E+09,1.42E+09,1.28E+09
TRUE,Empty,Proteasome subunit beta type-1 OS=Homo sapiens OX=9606 GN=PSMB1 PE=1 SV=2,P20618,PSMB1,26 kDa,,0.22,1.4,[],unknown,9.81E+08,7.38E+08,1.19E+09,1.54E+08,1.02E+09,9.94E+08,7.67E+08,1.49E+09,1.32E+09,9.80E+08,7.38E+08,4.07E+08,5.47E+08,1.09E+09,1.10E+09
TRUE,Empty,Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens OX=9606 GN=GNAI2 PE=1 SV=3,P04899,GNAI2,40 kDa,TRUE,0.65,0.9,[],unknown,1.56E+09,1.03E+09,9.14E+08,1.09E+09,1.09E+09,1.02E+09,1.07E+09,1.10E+09,1.36E+09,7.97E+08,1.32E+09,9.07E+08,1.59E+09,1.50E+09,1.15E+09
TRUE,Empty,Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2,P35613,BSG,42 kDa,,0.065,1.5,[],unknown,4.37E+08,1.02E+09,1.01E+09,5.77E+08,1.45E+09,1.41E+09,1.11E+09,1.65E+09,1.09E+09,1.46E+09,1.60E+09,1.60E+09,1.50E+09,1.60E+09,1.52E+09
TRUE,Empty,UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=5,Q16851,UGP2,57 kDa,,0.087,1.8,[],unknown,5.94E+08,3.02E+08,3.09E+08,3.63E+08,5.81E+08,4.08E+08,5.44E+08,1.03E+09,1.35E+09,6.27E+08,7.03E+08,3.17E+08,8.25E+08,9.43E+08,3.63E+08
TRUE,Empty,Peroxiredoxin-4 OS=Homo sapiens OX=9606 GN=PRDX4 PE=1 SV=1,Q13162,PRDX4,31 kDa,TRUE,0.2,1.5,[],unknown,2.82E+08,2.81E+09,3.09E+09,2.39E+09,3.15E+09,4.20E+09,4.29E+09,4.99E+09,9.36E+08,3.49E+09,9.16E+08,4.16E+08,4.20E+09,3.42E+09,2.82E+09
TRUE,Empty,WD repeat-containing protein 75 OS=Homo sapiens OX=9606 GN=WDR75 PE=1 SV=1,Q8IWA0,WDR75,95 kDa,,0.43,1.6,[],unknown,2.45E+07,5.03E+08,2.15E+08,3.72E+07,6.09E+08,4.17E+08,0,2.37E+08,6.10E+08,9.68E+08,6.30E+08,4.73E+07,6.13E+08,6.99E+08,3.85E+08
TRUE,Empty,ATP-dependent RNA helicase DDX50 OS=Homo sapiens OX=9606 GN=DDX50 PE=1 SV=1,Q9BQ39,DDX50,83 kDa,TRUE,0.63,1.2,[],unknown,2.11E+09,2.16E+09,2.11E+09,4.77E+08,2.48E+09,2.45E+09,2.65E+09,2.83E+09,3.02E+09,0,2.80E+09,3.07E+09,3.25E+09,2.63E+09,2.59E+09
TRUE,Empty,40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2,P39019,RPS19,16 kDa,,0.038,1.3,"1st low, 2nd high",unknown,1.56E+09,1.68E+09,1.73E+09,1.89E+09,1.92E+09,1.83E+09,2.78E+09,2.66E+09,2.01E+09,2.02E+09,1.73E+09,2.16E+09,1.20E+09,2.16E+09,1.56E+09
TRUE,Empty,DDB1- and CUL4-associated factor 13 OS=Homo sapiens OX=9606 GN=DCAF13 PE=1 SV=2,Q9NV06,DCAF13,51 kDa,,0.67,1.1,[],unknown,3.24E+08,4.63E+08,2.87E+08,3.06E+08,4.00E+08,4.17E+08,2.95E+08,1.70E+08,4.61E+08,6.24E+08,2.33E+08,3.70E+08,5.44E+08,7.17E+08,2.86E+08
TRUE,Empty,Mitochondrial import receptor subunit TOM40 homolog OS=Homo sapiens OX=9606 GN=TOMM40 PE=1 SV=1,O96008,TOMM40,38 kDa,,0.54,1.2,[],unknown,7.46E+08,1.02E+09,6.29E+08,9.02E+07,1.05E+09,1.17E+09,6.79E+08,9.24E+08,8.21E+08,5.79E+08,7.85E+08,1.01E+09,1.09E+09,1.08E+09,8.62E+08
TRUE,Empty,"Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens OX=9606 GN=AGPS PE=1 SV=1",O00116,AGPS,73 kDa,,0.3,1.5,[],unknown,1.48E+08,3.82E+08,3.83E+08,2.76E+07,5.76E+08,6.44E+08,1.79E+08,3.59E+08,7.87E+08,3.53E+08,9.90E+08,3.26E+08,9.31E+08,7.20E+08,4.89E+08
TRUE,Empty,Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3,Q12792,TWF1,40 kDa,TRUE,0.12,1.5,[],unknown,3.12E+08,5.45E+08,1.92E+08,2.12E+08,5.23E+08,6.59E+08,3.10E+08,6.01E+08,6.31E+08,4.62E+08,6.78E+08,6.79E+08,7.96E+08,5.24E+08,7.72E+08
TRUE,Empty,Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5 PE=1 SV=2,P45974,USP5,96 kDa,TRUE,0.27,0.7,[],unknown,4.26E+08,4.80E+08,5.06E+08,7.87E+07,5.81E+08,3.08E+08,5.09E+07,3.13E+08,4.67E+08,2.80E+08,3.50E+08,3.91E+08,2.48E+08,5.03E+08,2.84E+08
TRUE,Empty,AP-1 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP1B1 PE=1 SV=2,Q10567,AP1B1,105 kDa,TRUE,0.17,1.9,[],unknown,3.50E+08,1.92E+08,1.65E+08,6.43E+07,2.91E+08,5.88E+08,1.57E+08,2.94E+08,2.22E+08,7.52E+08,9.72E+08,1.77E+08,5.64E+08,3.84E+08,7.23E+08
TRUE,Empty,Proteasome subunit alpha type-7 OS=Homo sapiens OX=9606 GN=PSMA7 PE=1 SV=1,O14818,PSMA7,28 kDa,,0.1,1.6,[],unknown,8.66E+08,1.05E+09,1.07E+09,3.38E+08,1.22E+09,1.40E+09,6.50E+08,1.94E+09,1.80E+09,1.29E+09,1.14E+09,3.39E+08,9.51E+08,1.06E+09,6.44E+08
TRUE,Empty,40S ribosomal protein S26 OS=Homo sapiens OX=9606 GN=RPS26 PE=1 SV=3,P62854,RPS26,13 kDa,,0.099,1.3,[],unknown,3.49E+09,2.26E+09,3.75E+09,4.64E+09,3.96E+09,5.89E+09,4.61E+09,4.45E+09,3.82E+09,4.21E+09,8.26E+09,7.60E+09,4.29E+09,7.09E+09,6.06E+09
TRUE,Empty,Eukaryotic translation initiation factor 3 subunit E OS=Homo sapiens OX=9606 GN=EIF3E PE=1 SV=1,P60228,EIF3E,52 kDa,,0.0055,3,"1st low, 2nd high",unknown,1.10E+08,1.52E+08,2.36E+08,1.37E+08,5.66E+08,7.21E+08,4.15E+08,6.53E+08,8.28E+08,1.00E+09,6.43E+08,1.59E+08,7.04E+08,5.25E+08,9.39E+08
TRUE,Empty,60S ribosomal protein L29 OS=Homo sapiens OX=9606 GN=RPL29 PE=1 SV=2,P47914,RPL29,18 kDa,,0.75,0.9,[],unknown,3.74E+10,1.71E+10,1.24E+10,4.80E+10,8.39E+09,3.89E+10,2.21E+10,1.81E+10,1.34E+10,1.62E+10,3.99E+10,2.87E+10,1.51E+10,1.78E+10,2.93E+10
TRUE,Empty,Guanine nucleotide-binding protein subunit beta-4 OS=Homo sapiens OX=9606 GN=GNB4 PE=1 SV=3,Q9HAV0,GNB4,38 kDa,TRUE,0.15,0.8,[],unknown,2.85E+09,2.46E+09,1.42E+09,1.94E+09,1.60E+09,1.87E+09,9.49E+08,1.36E+09,1.78E+09,1.78E+09,1.69E+09,1.84E+09,1.92E+09,1.85E+09,2.83E+09
TRUE,Empty,Retinitis pigmentosa 9 protein OS=Homo sapiens OX=9606 GN=RP9 PE=1 SV=2,Q8TA86,RP9,26 kDa,,0.54,1.1,[],unknown,5.90E+08,5.46E+08,4.60E+08,1.82E+08,3.52E+08,4.88E+08,6.08E+08,6.16E+08,3.66E+08,3.50E+08,4.31E+08,9.73E+08,1.01E+09,6.15E+08,6.68E+08
TRUE,Empty,DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens OX=9606 GN=POLR1C PE=1 SV=1,O15160,POLR1C,39 kDa,,0.13,1.6,[],unknown,2.84E+08,3.62E+08,4.01E+08,1.11E+08,8.21E+08,3.85E+08,4.85E+08,7.50E+08,9.23E+08,6.96E+08,5.84E+08,5.37E+08,4.20E+08,9.03E+08,7.71E+08
TRUE,Empty,Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens OX=9606 GN=CYFIP1 PE=1 SV=1,Q7L576,CYFIP1,145 kDa,,0.023,2.9,"1st low, 2nd high",unknown,1.55E+08,3.24E+07,3.31E+07,4.68E+07,2.15E+08,3.16E+08,1.64E+08,1.51E+08,3.36E+08,4.32E+08,4.19E+08,1.49E+08,3.76E+08,4.95E+08,2.79E+08
TRUE,Empty,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2 OS=Homo sapiens OX=9606 GN=PAPSS2 PE=1 SV=2,O95340,PAPSS2,70 kDa,TRUE,0.0047,0.2,"1st high, 2nd low",unknown,4.96E+08,5.59E+08,8.73E+08,1.90E+08,4.64E+08,9.40E+07,4.47E+07,1.48E+08,4.51E+07,1.02E+08,6.95E+08,4.60E+08,5.68E+08,3.47E+08,6.63E+08
TRUE,Empty,Ras-related protein Rab-13 OS=Homo sapiens OX=9606 GN=RAB13 PE=1 SV=1,P51153,RAB13,23 kDa,TRUE,0.66,0.9,[],unknown,2.61E+09,1.44E+09,1.87E+09,1.52E+09,1.42E+09,3.38E+08,1.91E+09,2.45E+09,1.93E+09,1.26E+09,2.34E+09,1.81E+09,2.66E+09,2.49E+09,2.19E+09
TRUE,Empty,Chromodomain-helicase-DNA-binding protein 7 OS=Homo sapiens OX=9606 GN=CHD7 PE=1 SV=3,Q9P2D1,CHD7,336 kDa,TRUE,0.27,1.7,[],unknown,3.86E+08,1.62E+08,1.19E+08,0,1.15E+08,4.24E+08,2.52E+08,3.45E+08,2.49E+07,2.83E+08,1.03E+08,3.12E+07,4946500,1.04E+08,4.14E+07
TRUE,Empty,Surfeit locus protein 6 OS=Homo sapiens OX=9606 GN=SURF6 PE=1 SV=3,O75683,SURF6,41 kDa,,0.15,1.7,[],unknown,5.24E+08,1.43E+08,3.81E+08,1.04E+09,7.98E+08,1.55E+09,5.11E+08,1.48E+09,8.09E+08,6.66E+08,1.05E+09,8.38E+08,1.18E+09,9.35E+08,4.37E+08
TRUE,Empty,Ribonucleoside-diphosphate reductase subunit M2 OS=Homo sapiens OX=9606 GN=RRM2 PE=1 SV=1,P31350,RRM2,45 kDa,,0.025,0.5,"1st high, 2nd low",unknown,4.03E+08,5.65E+08,4.78E+08,1.75E+08,5.95E+08,9.86E+07,3.24E+08,2.56E+08,2.35E+08,9.97E+07,1.75E+08,4.56E+08,2.45E+08,3.33E+08,2.15E+08
TRUE,Empty,Ribose-phosphate pyrophosphokinase 2 OS=Homo sapiens OX=9606 GN=PRPS2 PE=1 SV=2,P11908,PRPS2,35 kDa,TRUE,0.016,1.9,"1st low, 2nd high",unknown,4.30E+08,7.51E+08,8.76E+08,5.06E+08,1.34E+09,1.36E+09,1.01E+09,1.34E+09,1.87E+09,1.94E+09,1.97E+09,6.68E+08,2.13E+09,1.68E+09,2.16E+09
TRUE,Empty,Signal recognition particle receptor subunit beta OS=Homo sapiens OX=9606 GN=SRPRB PE=1 SV=3,Q9Y5M8,SRPRB,30 kDa,,0.092,1.4,[],unknown,2.73E+08,2.28E+08,2.93E+08,4.71E+08,5.18E+08,3.45E+08,4.62E+08,5.87E+08,4.87E+08,6.50E+08,6.05E+08,2.30E+08,7.71E+08,5.84E+08,5.58E+08
TRUE,Empty,Sterol O-acyltransferase 1 OS=Homo sapiens OX=9606 GN=SOAT1 PE=1 SV=3,P35610,SOAT1,65 kDa,,0.077,0.5,[],unknown,5.53E+08,1.12E+09,8.99E+08,5.18E+08,1.60E+09,5.50E+08,8.16E+07,2.86E+08,8.16E+08,5.66E+08,8.09E+08,2.93E+08,1.54E+09,1.69E+09,2.29E+08
TRUE,Empty,UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens OX=9606 GN=UGGT1 PE=1 SV=3,Q9NYU2,UGGT1,177 kDa,TRUE,0.15,1.4,[],unknown,1.53E+08,8.18E+07,5.39E+07,5.95E+07,1.41E+08,1.31E+08,1.38E+08,1.66E+08,1.07E+08,1.29E+08,4.00E+08,2.40E+08,2.83E+08,2.78E+08,1.28E+08
TRUE,Empty,Proteasome activator complex subunit 3 OS=Homo sapiens OX=9606 GN=PSME3 PE=1 SV=1,P61289,PSME3,30 kDa,,0.0061,2.5,"1st low, 2nd high",unknown,2.09E+08,2.65E+08,2.13E+08,1.26E+08,4.38E+08,7.18E+08,4.59E+08,6.89E+08,8.62E+08,3.92E+08,3.37E+08,4.17E+08,1.03E+09,5.74E+08,5.07E+08
TRUE,Empty,Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens OX=9606 GN=DDX6 PE=1 SV=2,P26196,DDX6,54 kDa,,0.39,1.1,[],unknown,6.86E+08,7.95E+08,7.76E+08,5.90E+08,7.14E+08,6.46E+08,7.44E+08,8.03E+08,8.07E+08,7.75E+08,9.90E+08,1.07E+09,9.58E+08,8.34E+08,1.39E+09
TRUE,Empty,Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3,Q01105,SET,33 kDa,,0.11,1.6,[],unknown,9.28E+08,9.18E+08,1.71E+09,1.16E+09,2.00E+09,2.09E+09,1.58E+09,3.50E+09,1.55E+09,1.81E+09,3.08E+09,1.84E+09,2.87E+09,2.10E+09,2.99E+09
TRUE,Empty,TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1,Q13148,TARDBP,45 kDa,,0.05,1.4,[],unknown,3.22E+08,5.57E+08,3.65E+08,4.03E+08,5.56E+08,5.40E+08,4.64E+08,6.74E+08,5.87E+08,7.73E+08,5.83E+08,6.33E+08,8.13E+08,7.19E+08,8.33E+08
TRUE,Empty,Serine/threonine-protein kinase PAK 2 OS=Homo sapiens OX=9606 GN=PAK2 PE=1 SV=3,Q13177,PAK2,58 kDa,,< 0.00010,2.8,"1st low, 2nd high",unknown,3.03E+08,2.72E+08,3.47E+08,2.06E+08,2.13E+08,7.64E+08,8.84E+08,7.47E+08,5.89E+08,7.36E+08,4.65E+08,3.05E+08,3.53E+08,2.34E+08,4.90E+08
TRUE,Empty,Coactosin-like protein OS=Homo sapiens OX=9606 GN=COTL1 PE=1 SV=3,Q14019,COTL1,16 kDa,,0.56,0.9,[],unknown,3.55E+08,9.82E+08,8.29E+08,8.52E+08,1.19E+09,8.74E+08,7.48E+08,5.18E+08,5.48E+08,1.01E+09,7.54E+08,7.20E+08,9.94E+08,1.09E+09,9.24E+08
