Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,A13: Area,B13: Area,C13: Area,D13: Area,E13: Area,F13: Area,G13: Area,H13: Area,I13: Area,J13: Area,K13: Area,L13: Area,M13: Area,N13: Area,O13: Area,Score A10,Coverage A10,# Peptides A10,# PSM A10,Score B10,Coverage B10,# Peptides B10,# PSM B10,Score C10,Coverage C10,# Peptides C10,# PSM C10,Score D10,Coverage D10,# Peptides D10,# PSM D10,Score E10,Coverage E10,# Peptides E10,# PSM E10,Score F10,Coverage F10,# Peptides F10,# PSM F10,Score G10,Coverage G10,# Peptides G10,# PSM G10,Score H10,Coverage H10,# Peptides H10,# PSM H10,Score I10,Coverage I10,# Peptides I10,# PSM I10,Score J10,Coverage J10,# Peptides J10,# PSM J10,Score K10,Coverage K10,# Peptides K10,# PSM K10,Score L10,Coverage L10,# Peptides L10,# PSM L10,Score M10,Coverage M10,# Peptides M10,# PSM M10,Score N10,Coverage N10,# Peptides N10,# PSM N10,Score O10,Coverage O10,# Peptides O10,# PSM O10,# AAs,MW [kDa],calc. pI
Q96A26,Protein FAM162A OS=Homo sapiens OX=9606 GN=FAM162A PE=1 SV=2 - [F162A_HUMAN],18.18,1,1,2,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.533E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,3.69 ,11.04,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.34 ,18.18,2,2,,,,,,,,,,,,,,,,,154,17.3,9.77
P49321,Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=2 - [NASP_HUMAN],18.15,1,9,9,43,0.000E0,1.405E6,2.647E6,1.217E6,0.000E0,4.160E6,9.514E5,8.904E5,2.300E6,0.000E0,9.185E6,2.324E6,9.719E5,1.130E6,2.757E6,,,,,7.35 ,4.19,3,3,14.83 ,11.29,6,6,2.62 ,1.14,1,1,,,,,16.54 ,6.98,5,5,4.65 ,3.68,3,3,11.50 ,5.84,4,4,14.41 ,7.36,5,5,,,,,22.77 ,10.79,6,6,8.33 ,3.81,3,3,3.60 ,1.27,1,1,5.85 ,2.79,2,2,13.21 ,5.46,4,4,788,85.2,4.30
Q8TDN6,Ribosome biogenesis protein BRX1 homolog OS=Homo sapiens OX=9606 GN=BRIX1 PE=1 SV=2 - [BRX1_HUMAN],18.13,1,8,8,42,2.723E7,3.058E6,1.672E6,4.315E6,1.246E6,7.836E6,2.440E6,2.653E6,1.179E6,5.895E6,8.937E6,4.492E6,0.000E0,1.713E6,5.103E6,3.30 ,3.12,1,1,6.27 ,5.38,2,2,8.63 ,8.50,3,3,11.46 ,6.52,2,3,6.52 ,3.40,1,2,9.99 ,6.52,2,3,11.81 ,5.67,2,3,2.39 ,3.40,1,1,2.43 ,3.40,1,1,9.44 ,5.38,2,3,14.33 ,10.76,4,5,19.95 ,11.61,4,6,6.10 ,3.40,1,2,12.52 ,11.61,4,4,8.35 ,8.50,3,3,353,41.4,9.92
Q92979,Ribosomal RNA small subunit methyltransferase NEP1 OS=Homo sapiens OX=9606 GN=EMG1 PE=1 SV=4 - [NEP1_HUMAN],18.03,1,4,4,7,0.000E0,0.000E0,1.306E6,0.000E0,0.000E0,1.438E6,0.000E0,0.000E0,1.465E6,4.223E5,2.846E6,0.000E0,0.000E0,0.000E0,1.130E6,,,,,,,,,3.73 ,4.92,1,1,,,,,,,,,2.73 ,3.69,1,1,,,,,,,,,4.72 ,9.43,2,2,2.91 ,6.15,1,1,3.51 ,4.92,1,1,,,,,,,,,,,,,3.09 ,3.69,1,1,244,26.7,9.17
Q16555,Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1 - [DPYL2_HUMAN],18.01,3,7,7,28,1.302E6,4.055E5,1.785E6,2.704E6,0.000E0,0.000E0,3.895E6,0.000E0,1.823E6,9.522E5,0.000E0,1.013E6,5.491E6,0.000E0,1.708E6,7.23 ,6.12,2,2,6.22 ,5.42,2,2,7.56 ,5.42,2,2,7.50 ,4.55,2,2,,,,,4.15 ,2.62,1,1,4.31 ,2.62,1,1,,,,,12.81 ,7.34,3,4,9.30 ,7.69,3,3,3.81 ,3.32,1,1,7.18 ,4.55,2,2,18.82 ,9.09,4,5,,,,,11.16 ,7.34,3,3,572,62.3,6.38
Q9H2G2,STE20-like serine/threonine-protein kinase OS=Homo sapiens OX=9606 GN=SLK PE=1 SV=1 - [SLK_HUMAN],17.89,1,17,19,66,2.514E6,6.254E5,0.000E0,6.538E6,0.000E0,1.169E6,6.703E6,0.000E0,9.941E5,4.369E6,3.016E6,0.000E0,6.803E6,6.652E5,9.479E5,27.61 ,5.83,6,8,3.86 ,1.21,1,1,,,,,24.68 ,5.91,7,8,,,,,3.30 ,0.89,1,1,51.94 ,12.39,13,16,,,,,2.50 ,0.89,1,1,33.16 ,8.42,8,10,12.60 ,3.32,3,3,,,,,49.29 ,12.87,13,16,3.30 ,0.89,1,1,2.70 ,0.89,1,1,1235,142.6,5.15
P54136,"Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=RARS PE=1 SV=2 - [SYRC_HUMAN]",17.88,1,10,10,24,5.450E5,0.000E0,2.636E6,1.725E6,0.000E0,1.145E6,0.000E0,0.000E0,2.743E6,0.000E0,4.204E6,2.324E6,0.000E0,1.431E6,1.461E6,2.85 ,1.36,1,1,,,,,12.43 ,6.67,4,4,2.83 ,1.36,1,1,,,,,6.75 ,4.09,3,3,3.29 ,3.03,1,1,,,,,2.60 ,1.21,1,1,2.57 ,1.36,1,1,9.18 ,6.21,3,3,9.12 ,5.45,3,3,2.97 ,1.52,1,1,8.01 ,5.61,3,3,5.75 ,2.88,2,2,660,75.3,6.68
P84098,60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1 - [RL19_HUMAN],17.86,1,3,3,48,5.717E6,1.161E7,1.996E7,1.626E7,8.098E6,1.119E7,1.435E7,1.090E7,1.099E7,6.682E6,3.694E7,1.873E7,9.037E6,1.826E7,1.093E7,11.12 ,13.27,2,3,8.48 ,13.27,2,2,19.34 ,13.27,2,4,3.43 ,4.59,1,1,17.65 ,13.27,2,4,8.58 ,13.27,2,2,6.79 ,13.27,2,2,20.09 ,13.27,2,5,8.59 ,13.27,2,2,13.63 ,13.27,2,3,42.55 ,17.86,3,9,13.80 ,13.27,2,3,3.67 ,4.59,1,1,20.58 ,13.27,2,4,11.81 ,13.27,2,3,196,23.5,11.47
Q92522,Histone H1x OS=Homo sapiens OX=9606 GN=H1FX PE=1 SV=1 - [H1X_HUMAN],17.84,1,4,4,101,6.928E7,1.711E7,5.418E7,4.001E7,1.285E7,2.541E7,3.776E7,1.924E7,2.500E7,6.607E7,1.132E7,5.596E7,7.880E7,1.520E7,3.246E7,20.61 ,17.37,3,5,21.84 ,13.15,2,6,42.77 ,17.84,4,11,11.39 ,13.15,3,3,23.07 ,17.84,4,6,25.44 ,17.84,4,6,36.78 ,17.84,4,9,24.72 ,17.37,3,6,30.95 ,17.84,3,8,39.94 ,17.84,4,11,6.53 ,5.63,1,2,29.99 ,17.37,3,7,28.05 ,17.84,3,7,26.83 ,17.84,3,7,28.75 ,17.84,4,7,213,22.5,10.76
P49755,Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens OX=9606 GN=TMED10 PE=1 SV=2 - [TMEDA_HUMAN],17.81,1,4,4,19,0.000E0,2.123E6,5.634E6,0.000E0,2.486E6,3.273E6,0.000E0,3.524E6,4.382E6,5.754E6,7.214E6,7.984E6,0.000E0,6.559E6,3.579E6,,,,,6.03 ,8.22,2,2,8.85 ,12.33,3,3,,,,,4.06 ,5.02,1,1,3.54 ,5.02,1,1,,,,,4.02 ,9.13,2,2,6.37 ,9.13,2,2,3.91 ,5.02,1,1,2.30 ,3.20,1,1,6.19 ,8.22,2,2,,,,,3.92 ,5.02,1,1,7.85 ,13.70,3,3,219,25.0,7.44
P31944,Caspase-14 OS=Homo sapiens OX=9606 GN=CASP14 PE=1 SV=2 - [CASPE_HUMAN],17.77,1,5,5,31,1.594E6,0.000E0,0.000E0,4.706E6,3.135E6,5.758E6,0.000E0,2.259E6,6.550E5,2.311E6,6.175E6,3.508E6,8.886E5,2.280E6,1.868E6,8.17 ,11.98,3,3,2.94 ,5.37,1,1,,,,,16.36 ,14.05,3,4,8.75 ,12.81,3,3,10.02 ,11.98,3,3,,,,,13.44 ,11.98,3,4,2.20 ,4.13,1,1,3.78 ,4.55,1,1,16.07 ,17.77,5,5,2.81 ,4.13,1,1,3.60 ,4.55,1,1,2.88 ,3.31,1,1,9.48 ,11.98,3,3,242,27.7,5.58
Q14103,Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1 - [HNRPD_HUMAN],17.75,1,3,5,112,6.850E6,1.015E7,1.642E7,0.000E0,8.560E6,3.323E6,6.463E6,1.043E7,5.798E6,4.524E6,5.167E7,9.666E6,7.265E6,1.753E7,8.484E6,8.20 ,6.76,2,2,30.28 ,14.37,4,9,43.29 ,14.37,4,12,,,,,31.90 ,14.37,4,9,20.59 ,11.55,3,6,28.59 ,14.37,4,8,30.48 ,14.37,4,8,21.04 ,10.42,3,6,24.22 ,9.01,3,8,42.98 ,17.75,5,12,40.64 ,13.80,4,11,6.85 ,2.82,1,2,42.05 ,14.37,4,11,30.15 ,15.49,4,8,355,38.4,7.81
Q13177,Serine/threonine-protein kinase PAK 2 OS=Homo sapiens OX=9606 GN=PAK2 PE=1 SV=3 - [PAK2_HUMAN],17.75,3,7,7,25,1.560E6,1.093E6,1.364E6,3.609E6,0.000E0,0.000E0,2.165E6,7.047E5,1.229E6,1.400E6,5.122E6,1.113E6,4.050E6,9.993E5,1.322E6,8.61 ,5.15,3,3,2.42 ,1.72,1,1,2.98 ,1.72,1,1,9.20 ,5.15,3,3,,,,,,,,,5.53 ,3.44,2,2,2.02 ,1.72,1,1,2.41 ,1.72,1,1,2.33 ,1.72,1,1,10.40 ,14.31,5,5,3.27 ,1.72,1,1,9.81 ,5.15,3,3,2.85 ,1.72,1,1,5.77 ,3.44,2,2,524,58.0,5.96
Q9ULV4,Coronin-1C OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1 - [COR1C_HUMAN],17.72,1,8,8,36,2.535E6,3.951E6,3.438E6,4.571E6,1.683E6,3.510E6,4.644E6,1.813E6,2.745E6,3.077E6,5.468E6,7.234E6,4.111E6,3.727E6,3.096E6,3.00 ,1.90,1,1,7.61 ,4.43,2,2,10.37 ,6.75,3,3,6.91 ,4.43,2,2,10.68 ,5.91,3,3,7.65 ,4.43,2,2,3.15 ,1.90,1,1,7.51 ,4.43,2,2,10.13 ,6.54,3,3,6.15 ,4.01,2,2,18.80 ,14.14,6,6,2.83 ,1.90,1,1,5.89 ,4.01,2,2,14.24 ,9.28,4,4,7.82 ,4.43,2,2,474,53.2,7.08
Q16543,Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1 - [CDC37_HUMAN],17.72,1,5,5,33,8.676E5,2.037E6,1.786E7,2.883E6,1.689E7,4.136E7,4.590E6,2.562E6,3.297E7,1.589E7,1.041E7,2.352E7,2.215E6,1.257E7,1.648E6,2.14 ,2.38,1,1,4.98 ,4.50,1,1,9.54 ,5.29,2,3,3.04 ,2.38,1,1,3.78 ,2.91,1,1,9.08 ,7.67,3,3,5.54 ,5.29,2,2,5.83 ,5.29,2,2,6.40 ,2.91,1,2,2.75 ,2.91,1,1,21.27 ,15.34,4,5,8.97 ,5.29,2,3,5.87 ,5.29,2,2,11.13 ,5.29,2,4,6.84 ,5.29,2,2,378,44.4,5.25
Q96FW1,Ubiquitin thioesterase OTUB1 OS=Homo sapiens OX=9606 GN=OTUB1 PE=1 SV=2 - [OTUB1_HUMAN],17.71,1,4,4,15,0.000E0,2.054E6,1.844E6,0.000E0,4.963E5,0.000E0,0.000E0,0.000E0,1.593E6,0.000E0,4.083E6,2.511E6,0.000E0,7.768E5,0.000E0,,,,,4.17 ,4.43,1,1,8.44 ,9.96,2,2,,,,,2.77 ,4.43,1,1,,,,,,,,,,,,,4.08 ,4.43,1,1,3.15 ,4.43,1,1,16.01 ,17.71,4,4,7.33 ,9.96,2,2,3.00 ,4.43,1,1,7.09 ,9.96,2,2,,,,,271,31.3,4.94
O14925,Mitochondrial import inner membrane translocase subunit Tim23 OS=Homo sapiens OX=9606 GN=TIMM23 PE=1 SV=1 - [TIM23_HUMAN],17.70,2,2,2,8,0.000E0,0.000E0,5.087E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.949E6,4.209E6,3.580E6,0.000E0,0.000E0,4.583E6,0.000E0,,,,,,,,,5.35 ,8.13,1,1,,,,,,,,,,,,,,,,,,,,,4.31 ,8.13,1,1,5.13 ,8.13,1,1,8.51 ,17.70,2,2,3.92 ,8.13,1,1,,,,,8.42 ,8.13,1,2,,,,,209,21.9,8.60
O75832,26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PSMD10 PE=1 SV=1 - [PSD10_HUMAN],17.70,1,3,3,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.007E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.59 ,17.70,3,3,,,,,,,,,,,,,,,,,226,24.4,6.10
Q9UKM9,RNA-binding protein Raly OS=Homo sapiens OX=9606 GN=RALY PE=1 SV=1 - [RALY_HUMAN],17.65,2,6,6,36,1.838E6,0.000E0,5.402E6,5.851E6,8.369E5,1.803E6,2.707E6,2.178E6,3.225E6,8.152E6,6.608E6,5.950E6,4.477E6,0.000E0,1.901E6,5.99 ,5.56,2,2,,,,,15.77 ,12.42,4,5,6.74 ,5.56,2,2,3.24 ,3.92,1,1,6.16 ,2.94,1,2,9.80 ,8.50,3,3,6.06 ,5.56,2,2,9.98 ,8.50,3,3,8.80 ,8.82,3,3,9.17 ,8.50,3,3,15.27 ,13.73,5,5,9.09 ,7.84,3,3,,,,,6.18 ,5.56,2,2,306,32.4,9.17
Q9UBE0,SUMO-activating enzyme subunit 1 OS=Homo sapiens OX=9606 GN=SAE1 PE=1 SV=1 - [SAE1_HUMAN],17.63,1,5,5,23,0.000E0,6.914E5,1.586E6,7.468E5,0.000E0,6.628E5,7.665E5,7.087E5,0.000E0,5.085E5,4.928E6,1.243E6,0.000E0,1.283E6,8.108E5,,,,,5.59 ,6.36,2,2,7.41 ,8.96,2,2,2.22 ,2.31,1,1,,,,,5.29 ,5.20,2,2,2.38 ,2.89,1,1,3.02 ,2.89,1,1,6.40 ,6.36,2,2,2.95 ,5.78,1,1,13.74 ,14.16,4,4,5.96 ,5.78,2,2,,,,,9.75 ,11.56,3,3,5.91 ,5.78,2,2,346,38.4,5.30
Q8N4Q1,Mitochondrial intermembrane space import and assembly protein 40 OS=Homo sapiens OX=9606 GN=CHCHD4 PE=1 SV=1 - [MIA40_HUMAN],17.61,1,2,2,4,0.000E0,0.000E0,5.275E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.485E6,3.240E5,0.000E0,0.000E0,0.000E0,,,,,,,,,2.55 ,6.34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.59 ,17.61,2,2,1.98 ,11.27,1,1,,,,,,,,,,,,,142,16.0,4.31
P62491,Ras-related protein Rab-11A OS=Homo sapiens OX=9606 GN=RAB11A PE=1 SV=3 - [RB11A_HUMAN],17.59,3,4,4,16,6.630E5,1.813E6,0.000E0,3.450E6,0.000E0,0.000E0,1.409E6,0.000E0,0.000E0,2.165E6,8.152E6,2.633E6,1.333E6,1.450E6,2.134E6,4.56 ,7.41,2,2,4.91 ,8.80,2,2,,,,,4.82 ,8.80,2,2,,,,,2.82 ,5.09,1,1,2.08 ,3.70,1,1,3.41 ,5.09,1,1,,,,,2.44 ,3.70,1,1,2.57 ,3.70,1,1,2.61 ,3.70,1,1,5.69 ,10.19,2,2,2.46 ,3.70,1,1,2.50 ,3.70,1,1,216,24.4,6.57
P18859,"ATP synthase-coupling factor 6, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5J PE=1 SV=1 - [ATP5J_HUMAN]",17.59,1,1,1,3,0.000E0,9.854E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.812E5,0.000E0,0.000E0,1.536E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,4.41 ,17.59,1,1,,,,,,,,,,,,,,,,,,,,,2.54 ,17.59,1,1,,,,,,,,,2.86 ,17.59,1,1,,,,,,,,,,,,,,,,,108,12.6,9.52
O75915,PRA1 family protein 3 OS=Homo sapiens OX=9606 GN=ARL6IP5 PE=1 SV=1 - [PRAF3_HUMAN],17.55,1,3,3,4,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,7.201E5,1.037E6,1.161E6,0.000E0,4.974E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,2.07 ,3.72,1,1,2.19 ,3.72,1,1,1.87 ,3.72,1,1,,,,,4.55 ,10.11,1,1,,,,,,,,,,,,,,,,,188,21.6,9.77
P04183,"Thymidine kinase, cytosolic OS=Homo sapiens OX=9606 GN=TK1 PE=1 SV=2 - [KITH_HUMAN]",17.52,1,2,2,2,0.000E0,7.365E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,2.96 ,11.54,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.80 ,5.98,1,1,,,,,234,25.5,8.51
O00629,Importin subunit alpha-3 OS=Homo sapiens OX=9606 GN=KPNA4 PE=1 SV=1 - [IMA3_HUMAN],17.47,1,4,5,6,0.000E0,1.297E6,9.225E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.579E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,3.71 ,3.45,1,1,3.42 ,5.57,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.67 ,11.90,4,4,,,,,,,,,,,,,,,,,521,57.9,4.96
Q9BWJ5,Splicing factor 3B subunit 5 OS=Homo sapiens OX=9606 GN=SF3B5 PE=1 SV=1 - [SF3B5_HUMAN],17.44,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.841E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56 ,17.44,1,1,,,,,,,,,,,,,,,,,86,10.1,6.35
P16435,NADPH--cytochrome P450 reductase OS=Homo sapiens OX=9606 GN=POR PE=1 SV=2 - [NCPR_HUMAN],17.43,1,11,11,30,1.439E6,1.655E6,2.458E6,4.862E6,8.849E5,2.762E6,2.627E6,1.025E6,9.178E5,1.739E6,5.958E6,2.703E6,2.987E6,1.190E6,1.979E6,2.95 ,1.33,1,1,2.28 ,1.33,1,1,6.32 ,3.40,2,2,2.81 ,1.33,1,1,2.78 ,1.18,1,1,5.13 ,2.66,2,2,8.26 ,3.84,3,3,4.79 ,2.66,2,2,2.34 ,1.33,1,1,6.40 ,4.28,3,3,21.87 ,13.00,8,8,1.95 ,1.33,1,1,2.94 ,1.33,1,1,2.02 ,1.33,1,1,5.46 ,2.66,2,2,677,76.6,5.58
O14929,Histone acetyltransferase type B catalytic subunit OS=Homo sapiens OX=9606 GN=HAT1 PE=1 SV=1 - [HAT1_HUMAN],17.42,1,5,5,58,9.412E5,1.402E6,4.706E6,1.418E6,2.188E6,1.708E6,5.814E6,3.132E6,2.355E6,2.120E6,5.740E6,5.083E6,2.038E6,2.005E6,1.938E6,3.70 ,3.82,1,1,5.38 ,8.11,2,2,24.30 ,13.60,4,6,5.57 ,3.82,1,2,10.28 ,8.11,2,3,15.98 ,11.93,3,4,12.64 ,7.64,2,3,6.54 ,3.82,1,2,22.63 ,15.04,4,6,16.77 ,11.93,3,4,13.28 ,11.22,3,3,26.29 ,15.04,4,6,18.77 ,14.32,4,5,19.63 ,10.50,3,5,23.43 ,15.04,4,6,419,49.5,5.69
O14979,Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3 - [HNRDL_HUMAN],17.38,1,4,6,123,6.850E6,7.333E6,8.829E6,0.000E0,3.689E6,5.279E6,4.945E6,1.301E7,6.359E6,2.729E6,3.149E7,1.094E7,7.265E6,1.315E7,8.569E6,3.55 ,2.38,1,1,25.74 ,10.00,4,8,38.01 ,8.10,3,11,,,,,27.34 ,8.10,3,8,16.66 ,6.19,2,5,27.71 ,10.00,4,9,37.11 ,14.52,5,11,30.51 ,10.00,4,9,25.89 ,6.19,3,9,56.17 ,17.38,6,16,49.38 ,14.52,5,14,6.85 ,2.38,1,2,55.11 ,14.52,5,15,16.72 ,6.19,2,5,420,46.4,9.57
O95232,Luc7-like protein 3 OS=Homo sapiens OX=9606 GN=LUC7L3 PE=1 SV=2 - [LC7L3_HUMAN],17.36,1,6,6,56,2.230E6,0.000E0,1.171E7,5.414E6,3.397E6,6.061E6,0.000E0,3.391E6,5.504E6,5.990E6,0.000E0,8.209E6,6.218E6,5.870E6,6.263E6,10.11 ,4.17,1,2,,,,,6.55 ,4.17,1,1,6.18 ,4.17,1,1,30.21 ,11.11,3,7,18.61 ,7.87,3,5,4.39 ,4.17,1,1,29.13 ,11.11,4,7,21.30 ,5.79,2,5,9.84 ,4.17,1,2,,,,,17.52 ,7.41,2,4,17.91 ,5.79,2,4,43.46 ,13.66,5,11,29.52 ,9.49,3,6,432,51.4,9.79
P55809,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=OXCT1 PE=1 SV=1 - [SCOT1_HUMAN]",17.31,1,7,7,19,5.848E5,1.406E6,0.000E0,2.193E6,4.506E5,0.000E0,1.234E6,0.000E0,0.000E0,1.806E6,4.404E6,9.783E5,1.014E6,0.000E0,1.137E6,2.48 ,1.35,1,1,9.10 ,9.04,3,3,,,,,2.74 ,1.35,1,1,5.84 ,3.46,2,2,,,,,5.91 ,3.46,2,2,,,,,,,,,2.57 ,1.35,1,1,11.62 ,10.00,5,5,2.88 ,2.12,1,1,4.69 ,3.46,2,2,,,,,2.48 ,1.73,1,1,520,56.1,7.46
P09622,"Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2 - [DLDH_HUMAN]",17.29,1,8,8,54,1.107E6,1.938E6,3.351E6,1.846E6,2.017E6,2.920E6,2.560E6,2.626E6,1.618E6,1.721E6,8.351E6,2.553E6,1.681E6,2.383E6,2.536E6,3.76 ,2.16,1,1,11.99 ,8.45,4,4,3.57 ,2.16,1,1,5.67 ,3.54,2,2,4.00 ,2.16,1,1,11.60 ,5.50,2,3,15.20 ,10.81,5,5,19.57 ,10.81,5,6,14.34 ,7.47,3,4,2.13 ,1.38,1,1,25.48 ,11.00,5,7,13.15 ,8.45,4,4,15.80 ,10.81,5,5,15.81 ,10.81,5,5,17.43 ,9.04,4,5,509,54.1,7.85
P01215,Glycoprotein hormones alpha chain OS=Homo sapiens OX=9606 GN=CGA PE=1 SV=1 - [GLHA_HUMAN],17.24,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.555E5,0.000E0,8.233E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78 ,10.34,1,1,,,,,1.83 ,6.90,1,1,,,,,,,,,,,,,,,,,116,13.1,8.19
Q92804,TATA-binding protein-associated factor 2N OS=Homo sapiens OX=9606 GN=TAF15 PE=1 SV=1 - [RBP56_HUMAN],17.23,1,3,5,51,3.227E6,1.551E6,7.261E6,0.000E0,1.727E6,3.827E6,2.652E6,2.305E6,2.441E6,6.001E5,2.406E7,2.835E6,5.012E6,3.886E6,1.251E7,4.03 ,2.36,1,1,14.00 ,10.30,2,3,22.00 ,12.67,4,6,,,,,10.96 ,2.36,1,3,11.48 ,6.93,2,3,10.88 ,2.36,1,3,12.21 ,2.36,1,3,23.21 ,6.93,2,6,7.17 ,2.36,1,2,23.18 ,14.19,4,6,29.30 ,6.93,2,7,3.98 ,2.36,1,1,24.51 ,2.36,1,6,4.49 ,2.36,1,1,592,61.8,8.02
P27694,Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=2 - [RFA1_HUMAN],17.21,1,9,9,41,0.000E0,2.333E6,4.019E6,3.540E6,1.128E6,0.000E0,2.567E6,1.982E6,2.101E6,2.674E6,4.651E6,3.830E6,2.563E6,2.932E6,3.397E6,,,,,3.60 ,1.62,1,1,13.31 ,9.25,4,4,14.45 ,9.09,5,5,3.30 ,1.62,1,1,,,,,6.50 ,4.22,2,2,3.20 ,1.62,1,1,14.56 ,10.71,5,5,19.46 ,11.85,5,5,8.76 ,6.01,4,4,19.79 ,10.88,6,6,10.36 ,5.36,3,3,8.75 ,5.03,2,2,7.10 ,3.57,2,2,616,68.1,7.21
P63208,S-phase kinase-associated protein 1 OS=Homo sapiens OX=9606 GN=SKP1 PE=1 SV=2 - [SKP1_HUMAN],17.18,1,3,3,9,0.000E0,0.000E0,0.000E0,0.000E0,1.364E6,1.103E6,0.000E0,0.000E0,3.294E5,0.000E0,8.246E6,0.000E0,0.000E0,0.000E0,1.601E6,,,,,,,,,2.67 ,7.36,1,1,,,,,2.07 ,7.36,1,1,6.40 ,12.27,2,2,,,,,,,,,1.99 ,4.91,1,1,,,,,9.20 ,17.18,3,3,,,,,,,,,,,,,3.76 ,7.36,1,1,163,18.6,4.54
P13073,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens OX=9606 GN=COX4I1 PE=1 SV=1 - [COX41_HUMAN]",17.16,1,3,3,9,0.000E0,0.000E0,0.000E0,0.000E0,4.494E5,2.632E6,1.273E6,1.092E6,0.000E0,0.000E0,9.093E6,9.507E5,1.118E6,0.000E0,0.000E0,,,,,,,,,,,,,,,,,2.86 ,4.73,1,1,2.93 ,5.92,1,1,1.89 ,5.92,1,1,2.26 ,5.92,1,1,,,,,,,,,6.52 ,17.16,3,3,1.77 ,4.73,1,1,2.28 ,5.92,1,1,,,,,,,,,169,19.6,9.51
P63279,SUMO-conjugating enzyme UBC9 OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1 - [UBC9_HUMAN],17.09,1,2,2,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,8.983E5,0.000E0,5.617E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40 ,5.70,1,1,,,,,3.28 ,11.39,1,1,,,,,,,,,2.10 ,5.70,1,1,,,,,158,18.0,8.66
